linkId,refnodeid,nrefnodeid,linklength,shapepoints
1221753843,1159048086,1159048074,50.038,41.85251:-87.69014|41.85296:-87.69014
756767088,32046486,833661542,38.176,41.9305:-87.68537|41.93074:-87.6857
1126865038,1098780888,1098782292,164.602,41.88419:-87.7691|41.88567:-87.76914
1126863713,32008010,1098782296,67.883,41.884:-87.77968|41.884:-87.77886
1160576900,32008503,1120943638,21.143,41.89759:-87.76547|41.89778:-87.76548
1121243119,32038636,946717687,53.431,41.87172:-87.71802|41.8722:-87.71805
1167958385,32038593,1125552868,21.143,41.87435:-87.72546|41.87454:-87.72547
727626071,813239628,808737791,3.312,41.87562:-87.62213|41.87562:-87.62209
1220663212,1158355445,1158355444,60.467,41.84785:-87.74268|41.84785:-87.74195
859583809,32052734,905323934,55.46,41.90369:-87.6394|41.9037:-87.64007
842206342,32052685,892569563,28.911,41.91153:-87.6471|41.91179:-87.6471
857923887,805740243,904094888,16.916,41.91813:-87.63589|41.91827:-87.63597
915797837,947404678,947396912,100.961,41.91063:-87.641|41.91064:-87.63978
1171302616,32052756,1127632664,52.132,41.9111:-87.63979|41.9111:-87.63916
19808285,32054771,32054773,53.402,41.90188:-87.62837|41.90219:-87.62836|41.90236:-87.62837
916927905,32054764,947396916,61.246,41.90945:-87.63162|41.90946:-87.63088
19806838,32052755,32052757,102.666,41.90921:-87.63974|41.90924:-87.6385
1169666253,1126641781,32052682,31.146,41.91354:-87.64836|41.91382:-87.64837
818304276,876350902,876350903,67.834,41.90733:-87.70621|41.90794:-87.70622
915796843,946664324,946664262,67.915,41.88875:-87.78145|41.88877:-87.78063
915796844,946664298,946664325,67.05,41.88882:-87.78226|41.88882:-87.78145
1222577394,1159550125,1159550123,16.7,41.91169:-87.73643|41.91184:-87.73644
943685167,32039617,966482144,58.754,41.92085:-87.7242|41.92086:-87.72349
915947438,946763936,32007972,60.068,41.88112:-87.78774|41.88166:-87.78776
1089121602,1073102465,831904424,135.774,41.88899:-87.78961|41.88901:-87.78797
1167113091,32007892,1125012015,23.206,41.88506:-87.79274|41.88507:-87.79246
1199022966,1144742458,32054239,16.292,41.88715:-87.62655|41.88726:-87.62642
868572757,911640580,32054731,91.901,41.89584:-87.6175|41.89586:-87.61639
1222106026,1159270306,1159270304,17.669,41.92961:-87.68477|41.92973:-87.68463
19813828,32038485,32038508,202.023,41.87878:-87.73293|41.8788:-87.73049
916854596,947347018,32038528,52.182,41.86435:-87.72328|41.86436:-87.72265
948889563,970170556,32040382,26.7,41.859:-87.69442|41.85924:-87.69443
1168457446,808803502,1125861468,37.353,41.85939:-87.70127|41.85941:-87.70121|41.85953:-87.70086
1170457453,966030652,1127128663,26.513,41.88818:-87.7802|41.88819:-87.78052
19809239,32008394,32008412,100.171,41.89837:-87.77398|41.89839:-87.77277
942950939,966030656,32008456,106.838,41.88773:-87.76457|41.88776:-87.76328
1193765962,1141594967,1141594968,21.514,41.91265:-87.7954|41.91265:-87.79514
915875233,32051087,946716520,46.709,41.90406:-87.67239|41.90448:-87.6724
1167517425,1125266538,32051063,53.399,41.90274:-87.67481|41.90322:-87.67483
1027916037,1029877446,32054440,32.318,41.8878:-87.62495|41.8878:-87.62478|41.88781:-87.62456
1169226278,1126364450,1126364449,32.282,41.89181:-87.61956|41.89181:-87.61917
818304293,876350910,32041695,17.81,41.9082:-87.69745|41.90836:-87.69746
917239612,947600302,32045503,56.734,41.92235:-87.71039|41.92286:-87.71041
721680041,809082528,809082527,19.846,41.92717:-87.78811|41.92732:-87.78824
19757620,32053601,32053602,75.617,41.87872:-87.63377|41.8794:-87.63376
125165318,305456095,305456094,189.048,41.86404:-87.62729|41.86574:-87.62732
1169805333,305456097,1126728026,36.457,41.85781:-87.62715|41.85782:-87.62671
1168471027,1125869837,1125869836,40.039,41.86453:-87.69584|41.86489:-87.69585
1170878665,1127373826,946719328,101.01,41.87964:-87.70524|41.87965:-87.70402
917336803,947659260,32039127,119.484,41.91879:-87.74311|41.9188:-87.74187|41.91883:-87.74167
1222198785,1159325495,1159325494,38.927,41.90879:-87.73698|41.90914:-87.73699
776380433,32048473,32048500,200.449,41.85865:-87.6711|41.85867:-87.66916|41.85868:-87.66868
19803632,32042902,32042914,200.212,41.92624:-87.73294|41.92804:-87.733
1147965767,1112746346,946645485,8.283,41.84982:-87.71689|41.84982:-87.71679
915793816,946661954,32042910,40.03,41.93032:-87.7368|41.93068:-87.7368
915948661,946764751,947390107,145.668,41.92507:-87.72251|41.92638:-87.72252
915949848,947661302,946765489,151.227,41.92635:-87.72502|41.92771:-87.72503
1078919365,881191171,1065825920,20.015,41.92388:-87.71941|41.92406:-87.71941
777805429,848148683,32008299,52.997,41.88205:-87.77859|41.88205:-87.77851|41.88206:-87.77795
942950936,946647831,966030655,21.55,41.89108:-87.76717|41.89109:-87.76691
1219946734,1157872894,1157872895,9.101,41.92436:-87.76545|41.92436:-87.76534
859414717,905157456,1083104086,13.243,41.89513:-87.7412|41.89513:-87.74104
111814543,226496202,32050399,121.73,41.87528:-87.64245|41.8753:-87.64098
771968440,844008030,32050180,85.712,41.8659:-87.64508|41.86627:-87.6451|41.86646:-87.6451|41.86667:-87.64508
807504742,869352545,32053661,64.587,41.8782:-87.62845|41.87821:-87.62767
858497197,904558955,904534803,58.793,41.87809:-87.63633|41.8781:-87.63562
778169765,305456096,848376065,36.454,41.8624:-87.62723|41.86241:-87.62679
1168650640,1125981268,32050136,35.592,41.86143:-87.64453|41.86175:-87.64454
1168723087,1126024279,32053668,95.237,41.87822:-87.6272|41.87824:-87.62605
1034534228,904527169,1035085964,67.849,41.86864:-87.62852|41.86925:-87.62854
19817785,32006971,32006974,204.625,41.84694:-87.79077|41.84878:-87.79081
19803310,32042483,32042484,31.135,41.92789:-87.74645|41.92817:-87.74645
945669000,32041412,968070546,38.927,41.9046:-87.71175|41.90495:-87.71176
1168035536,1125598987,32041407,33.946,41.91004:-87.7137|41.91005:-87.71329
721101556,808689065,32039214,39.478,41.88188:-87.72522|41.88194:-87.72569
915836840,946691407,32039342,49.663,41.89358:-87.72051|41.89358:-87.71991
916077322,946850091,946850093,51.331,41.89313:-87.72113|41.89314:-87.72175
19808147,32042084,32042085,106.747,41.90293:-87.69443|41.90389:-87.69443
1168069989,1125621461,1125621460,173.947,41.89452:-87.73351|41.89473:-87.73456|41.89478:-87.73508|41.89478:-87.73557
721464509,808925322,32054483,54.133,41.88799:-87.62171|41.88809:-87.62235
916939143,947404658,32041546,70.351,41.90647:-87.70773|41.90648:-87.70688
1193353728,1141339661,32042479,61.231,41.92526:-87.74463|41.92527:-87.74389
915757384,32048484,946636464,38.927,41.85134:-87.66845|41.85169:-87.66846
983407050,996951893,703219880,22.336,41.93028:-87.7867|41.93028:-87.78643
916029861,946819239,32037725,53.008,41.85303:-87.75107|41.85303:-87.75043
1220669555,1158359618,1158359617,17.791,41.85035:-87.74164|41.85051:-87.74164
942946845,32037721,966028021,19.878,41.85126:-87.74914|41.85126:-87.7489
116086402,32054521,235765766,13.343,41.88784:-87.62069|41.88796:-87.62069
717397649,32054485,235765777,15.655,41.88809:-87.62235|41.88823:-87.62237
721465343,32054433,808925858,22.239,41.88626:-87.62453|41.88646:-87.62453
781352032,1152871900,850493705,7.448,41.88928:-87.62669|41.88934:-87.62665
948461579,969910707,32041960,30.624,41.89758:-87.68726|41.89758:-87.68689
1102942375,817229246,1083065720,17.81,41.88835:-87.68174|41.88851:-87.68175
1127968473,1099533636,32042114,53.807,41.9012:-87.68761|41.90121:-87.68696
1168516286,32041871,1125898158,40.064,41.88386:-87.68649|41.88422:-87.68651
1219530629,1157604525,1157604523,52.864,41.88134:-87.6857|41.88151:-87.6857|41.8815:-87.68611
1219530639,1157604528,1157604529,50.038,41.88119:-87.68492|41.88164:-87.68492
19804339,32055394,32055395,48.863,41.92262:-87.67581|41.92295:-87.67542
1007267448,32042235,1014063248,152.31,41.90492:-87.68221|41.90495:-87.68037
943095796,32007478,966121089,35.633,41.85073:-87.7786|41.85074:-87.77817
1121230143,1095300475,32041455,62.275,41.91676:-87.71512|41.91732:-87.71513
1222577376,1159550101,1159550116,15.567,41.91198:-87.73644|41.91212:-87.73644
916725048,32007896,947260835,70.366,41.8851:-87.79115|41.8851:-87.7903
19807607,32008545,32008559,170.227,41.9059:-87.77547|41.90743:-87.77554
915773375,946646635,946647469,163.509,41.92184:-87.77991|41.92331:-87.77996
916878985,947364015,32008569,157.951,41.90242:-87.7729|41.90384:-87.77295
1160258793,947364025,32008575,155.781,41.90247:-87.77047|41.90326:-87.77051|41.90387:-87.77054
1160258795,32008580,1120723902,22.254,41.90749:-87.77188|41.90769:-87.77189
915872903,946714890,947320432,153.485,41.92798:-87.77282|41.92936:-87.77286
1222317797,1159397557,1159397558,49.864,41.92826:-87.67721|41.92828:-87.67708|41.92828:-87.67661
828299162,32042191,883164948,33.369,41.91348:-87.68725|41.91378:-87.68726
915763250,946640435,947443981,54.492,41.91694:-87.70322|41.91743:-87.70323
721165636,32040876,808731435,47.814,41.87405:-87.67648|41.87448:-87.67648
778721111,848702092,848702091,60.045,41.86183:-87.68114|41.86237:-87.68114
778721356,848702231,848702240,92.176,41.86117:-87.68567|41.86121:-87.68565|41.86123:-87.68559|41.86123:-87.6846
858678034,32048824,904724754,61.306,41.87877:-87.67534|41.87879:-87.6746
1199116631,1125890990,1144797019,22.239,41.86598:-87.67616|41.8661:-87.67616|41.86618:-87.67616
1203725103,1147617829,32048826,53.38,41.87831:-87.67412|41.87879:-87.67413
857938433,32054396,904106600,43.374,41.88211:-87.62448|41.8825:-87.62449
858630830,312130911,904679690,5.795,41.88648:-87.61912|41.88648:-87.61905
1130400592,1091177485,1101025471,72.296,41.85856:-87.62079|41.85891:-87.62078|41.85921:-87.62079
707589269,705418661,705418660,20.702,41.86581:-87.62264|41.86581:-87.62239
727563137,813199303,813199305,41.411,41.87828:-87.62389|41.87829:-87.62339
915789088,946658429,32037913,52.224,41.85673:-87.74628|41.85675:-87.74565
916725027,32007974,947260824,143.48,41.88513:-87.78786|41.88642:-87.7879
950356344,970968531,971104468,70.058,41.89204:-87.79278|41.89267:-87.79279
1169211453,1005644480,1126355613,44.681,41.92788:-87.68154|41.92815:-87.68194
19806984,32008561,32008562,27.331,41.90924:-87.77554|41.90925:-87.77521
813182435,32041250,872999014,40.728,41.88964:-87.7015|41.8899:-87.70144|41.89:-87.70147
1192452185,1140772895,1140772894,86.748,41.91215:-87.75697|41.91293:-87.75699
956132629,975931610,32042470,52.122,41.92331:-87.7469|41.92331:-87.74627
996126885,1006049750,1006049749,44.478,41.91458:-87.74487|41.91498:-87.74487
945303266,32039457,967842566,4.964,41.92075:-87.73276|41.92075:-87.7327
1168087386,32039596,1125634851,33.378,41.91715:-87.72655|41.91729:-87.72655|41.91745:-87.72656
915995346,947438402,946795260,53.399,41.87206:-87.68681|41.87254:-87.68683
1168485757,1125880294,1125880293,32.257,41.85967:-87.68583|41.85996:-87.68584
1207129852,32040698,1149683247,71.203,41.87607:-87.68873|41.87607:-87.68787
19814593,32048806,32048814,163.94,41.87504:-87.67603|41.87505:-87.67405
783083110,817229244,851564749,20.699,41.87605:-87.69138|41.87605:-87.69113
915995426,947436882,946795328,52.321,41.87114:-87.68671|41.87161:-87.68674
1198581489,1144482255,1144481669,28.911,41.8712:-87.67641|41.87146:-87.67641
916176554,807568251,946910328,22.254,41.87033:-87.67371|41.87053:-87.67372
1198580387,1144481673,1144481672,15.567,41.86669:-87.67634|41.86683:-87.67634
942516517,817229236,965751169,19.871,41.8751:-87.69137|41.8751:-87.69113
931049458,957506557,32040899,96.862,41.87604:-87.67792|41.8762:-87.67677
1044034666,1042092808,808731959,10.008,41.87528:-87.67649|41.87537:-87.67649
1209223909,1150991114,32040704,109.287,41.87749:-87.69008|41.87749:-87.68876
19815678,32007676,32007730,106.76,41.86916:-87.77054|41.87012:-87.77056
125115800,32007845,285719880,32.292,41.87127:-87.75933|41.87127:-87.75894
818753994,32007718,876634507,136.05,41.87639:-87.7745|41.87642:-87.77409|41.87647:-87.7739|41.87659:-87.77365|41.87695:-87.7731
915973325,946780664,946780546,67.097,41.8796:-87.76891|41.87962:-87.7681
858351786,32053698,904436598,118.16,41.86227:-87.62082|41.86275:-87.62107|41.86297:-87.62122|41.86314:-87.6213|41.86326:-87.62132
917008158,32051148,947458133,42.219,41.90756:-87.67005|41.90757:-87.67056
915800789,946667322,850496823,143.463,41.91214:-87.72395|41.91343:-87.72398
1169876962,1107285576,1126770258,72.821,41.91714:-87.73015|41.91715:-87.72927
1221616373,947315593,1158962728,50.555,41.9167:-87.72776|41.91671:-87.72767|41.91671:-87.72715
19817100,32007007,32007009,104.411,41.85404:-87.79344|41.85407:-87.79218
916820652,947322212,32012349,52.288,41.92347:-87.76961|41.92394:-87.76963
1130029033,32008710,1100795352,37.236,41.91263:-87.768|41.91263:-87.76755
841152541,891877860,32040383,5.56,41.85558:-87.6931|41.85563:-87.6931
915823722,903758254,946681955,54.157,41.856:-87.70901|41.85604:-87.7089|41.85621:-87.70842
1158615601,1119683303,32007747,22.254,41.87747:-87.76965|41.87767:-87.76966
955777972,312096166,975692621,6.672,41.87953:-87.76972|41.87959:-87.76972
1171785495,1127919024,32007701,110.484,41.87097:-87.77296|41.87105:-87.77429
718210926,32040908,806643196,50.045,41.88001:-87.67661|41.88046:-87.67662
945695888,32042039,968086952,50.065,41.89401:-87.68189|41.89446:-87.68191
927351842,957678919,954614736,39.72,41.91129:-87.72638|41.91129:-87.7259
916036580,946823653,32048760,46.731,41.86635:-87.67131|41.86677:-87.67133
19836689,32040564,32040565,60.045,41.86315:-87.69088|41.86369:-87.69088
125158269,32040820,32040843,406.58,41.87532:-87.6863|41.87533:-87.68381|41.87536:-87.68217|41.87537:-87.68139
16891253,32048831,32048834,48.963,41.87587:-87.6727|41.8759:-87.67211
778052299,848291017,848291018,16.692,41.86394:-87.68864|41.86399:-87.68854|41.864:-87.68846
19814054,32040681,32040685,103.411,41.87749:-87.6911|41.87842:-87.6911
1169165632,1126327258,32039882,25.588,41.85586:-87.69919|41.85609:-87.6992
124637381,32051252,32051248,51.139,41.91522:-87.6678|41.91563:-87.66808
949963944,970863007,968025509,81.867,41.90721:-87.66003|41.90782:-87.6604|41.90788:-87.66044
819258786,876977718,876977717,39.727,41.92404:-87.76288|41.92405:-87.7624
19810305,32041920,32041921,73.667,41.89387:-87.69261|41.89387:-87.69172
915830952,946687552,32041895,54.644,41.88956:-87.68725|41.88957:-87.68791
916822456,32042040,947323544,50.045,41.89492:-87.68193|41.89537:-87.68194
1041285692,1039708476,32042042,110.105,41.89579:-87.68573|41.89581:-87.6844
818227780,876302157,32041699,7.448,41.91021:-87.69917|41.91021:-87.69908
1121249070,32041479,1095312266,66.346,41.91364:-87.70855|41.91368:-87.70775
1169210243,876516319,1126354931,25.648,41.92146:-87.70664|41.92146:-87.70633
19806121,32041713,32041717,46.351,41.91375:-87.70517|41.91376:-87.70461
941408966,965043883,32039222,46.709,41.88359:-87.72574|41.88401:-87.72575
1033474704,1034360428,808689058,159.807,41.88186:-87.72358|41.88186:-87.72304|41.88188:-87.72195|41.88188:-87.72165
915770613,947317274,946645558,152.373,41.92198:-87.77748|41.92335:-87.77752
916807950,947312967,32012345,217.981,41.92014:-87.77072|41.9221:-87.77077
1130029031,946775716,1100795351,39.735,41.91211:-87.76802|41.91212:-87.76754
915807808,946672155,946637231,47.196,41.88924:-87.71366|41.88925:-87.71309
916029600,946819045,947438885,52.167,41.88333:-87.69699|41.88334:-87.69636
915774036,946647923,946647921,52.499,41.9204:-87.77742|41.92053:-87.77803
1007345952,32038123,1014111508,96.879,41.87418:-87.73942|41.87419:-87.73825
1167096947,1125000885,32037711,54.671,41.85857:-87.75375|41.85858:-87.75309
1170029739,1034433325,1126861185,22.239,41.85095:-87.69905|41.85115:-87.69905
125114262,32039749,32039755,204.644,41.85174:-87.70766|41.85257:-87.70769|41.85358:-87.70771
776380412,32039744,32039760,199.117,41.85357:-87.71016|41.85406:-87.71019|41.85536:-87.71022
1167926434,1125531545,32039725,75.181,41.85469:-87.71459|41.85498:-87.71377
19802709,32042414,32042415,102.313,41.93056:-87.75146|41.93148:-87.75148
915789033,946658396,946658393,149.751,41.92906:-87.74584|41.92908:-87.74403
858604980,32053402,904655455,30.555,41.85073:-87.61894|41.85079:-87.61858
947484538,32053218,969228641,36.694,41.85107:-87.62544|41.8514:-87.62544
1168585899,32053115,1125941979,40.039,41.84558:-87.62678|41.84594:-87.62679
1219158835,1157347342,1157347347,24.831,41.89523:-87.75531|41.89523:-87.75501
916817337,32039322,947319821,51.21,41.89358:-87.72234|41.89404:-87.72237
1167945243,32039177,1125543883,47.192,41.89522:-87.73596|41.89523:-87.73539
916077320,946850091,32039340,47.821,41.89313:-87.72113|41.89356:-87.72114
915791642,946660299,946660302,119.025,41.90638:-87.64876|41.90745:-87.6488
858423564,847095296,904499120,56.734,41.91154:-87.64828|41.91205:-87.6483
915794707,946662667,32052825,152.357,41.91513:-87.63991|41.9165:-87.63994
915824552,32056355,946683301,145.668,41.92375:-87.6381|41.92506:-87.63811
125129424,32054756,286425513,165.755,41.90767:-87.63461|41.90916:-87.63467
991059039,1002565311,813113025,96.68,41.91682:-87.62996|41.91687:-87.63|41.91709:-87.63012|41.91764:-87.63034
1078919789,32052726,1065826180,38.927,41.91104:-87.64222|41.91139:-87.64223
915787640,946657346,946657347,87.063,41.86927:-87.62485|41.86974:-87.62486|41.86973:-87.62528
1219327010,1157453990,1157453991,51.341,41.86607:-87.76652|41.86607:-87.7659
19809638,32038756,32038757,100.174,41.89673:-87.75807|41.89675:-87.75686
19810129,32038753,32038764,201.346,41.89495:-87.75433|41.89676:-87.7544
1169091204,1126282242,967724631,76.176,41.89944:-87.68384|41.89946:-87.68292
19757639,32053616,32053655,82.822,41.87816:-87.63077|41.87818:-87.62977
722875499,305447066,809916014,73.41,41.86449:-87.77409|41.86494:-87.7741|41.86515:-87.77411
916003553,946800864,32007341,51.156,41.86494:-87.77898|41.8654:-87.77899
916707664,32007757,947249942,48.91,41.86189:-87.76786|41.86191:-87.76727
1167344449,1125157872,1119112469,82.322,41.85883:-87.77393|41.85957:-87.77396
1192750832,32008341,32008344,88.998,41.88713:-87.77198|41.88731:-87.77199|41.88748:-87.772|41.88793:-87.77201
19811870,32041256,32041258,52.268,41.88762:-87.69892|41.88809:-87.69893
917355273,947670410,32008708,51.317,41.91115:-87.76858|41.91116:-87.76796
943740276,32008607,966519632,51.126,41.92102:-87.77805|41.92113:-87.77865
1033331690,32008731,1034269933,37.815,41.92032:-87.76583|41.92066:-87.76584
776372202,32041246,847113422,10.008,41.88827:-87.70144|41.88836:-87.70144
818704185,32041016,876604538,23.71,41.88312:-87.71203|41.88331:-87.71216
19817422,32007011,32007004,101.056,41.85061:-87.79088|41.85062:-87.7921
1169331896,32007023,1126427910,113.422,41.85603:-87.79349|41.85705:-87.7935
1193529173,1141449679,32008201,20.689,41.90474:-87.7841|41.90474:-87.78385
916731916,32007766,947265018,150.15,41.86377:-87.76546|41.86512:-87.7655
19817779,32007047,32007049,203.514,41.84699:-87.7871|41.84882:-87.78714
916059750,32006945,946838866,249.165,41.84507:-87.79438|41.84731:-87.79446
