sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.608;-8.175;5.48;0.276;-7.971;5.705;0.333;-0.204;-0.225;-0.011;0.023;-0.043;11.0;-63.7;46.6;18.2;58.1;54.1;-2.1;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;48.6;44.04194;99.8;8 / 22;450535;2019-02-26 07:45:40:513
0.402;-7.91;5.501;0.237;-8.091;5.536;0.165;0.181;-0.035;-0.029;0.056;0.034;11.0;-64.0;46.7;18.5;58.5;55.3;-2.8;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;48.6;44.04194;99.8;8 / 22;451034;2019-02-26 07:45:41:012
0.391;-8.332;5.641;-0.008;-8.12;5.498;0.399;-0.211;0.143;0.024;0.023;-0.026;9.0;-62.9;46.4;17.3;58.2;56.0;-0.7;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;49.0;44.04194;102.6;8 / 22;451534;2019-02-26 07:45:41:512
0.235;-8.701;5.34;0.203;-8.223;5.34;-0.53;-0.297;-0.041;0.017;-0.001;-0.05;11.0;-63.6;46.2;17.1;60.0;57.0;-2.2;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;49.0;44.04194;102.6;8 / 22;452035;2019-02-26 07:45:42:013
0.571;-7.679;4.811;0.623;-8.285;5.21;-0.052;0.605;-0.399;-0.076;0.061;-0.021;11.0;-64.7;46.0;17.4;62.6;57.5;-4.9;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;48.5;44.04194;104.0;8 / 22;452534;2019-02-26 07:45:42:512
0.68;-9.037;5.557;0.43;-8.257;5.274;0.25;-0.78;0.283;0.023;0.092;0.049;11.0;-64.3;46.7;17.6;61.8;57.6;-5.5;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;48.5;44.04194;104.0;8 / 22;453035;2019-02-26 07:45:43:013
0.087;-9.007;5.611;0.302;-8.279;5.247;-0.215;-0.728;0.363;0.022;0.055;-0.04;9.0;-61.9;46.5;16.9;60.3;57.7;-3.8;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;47.6;44.04194;106.4;8 / 22;453534;2019-02-26 07:45:43:512
0.855;-7.667;5.085;0.531;-8.243;5.285;0.324;0.576;-0.2;-0.024;0.011;-0.084;5.0;-62.9;45.7;16.3;62.3;57.1;-5.1;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;47.6;44.04194;106.4;8 / 22;454034;2019-02-26 07:45:44:012
-0.312;-9.374;5.807;0.722;-8.27;5.22;-1.034;-1.104;0.587;0.038;0.055;-0.029;7.0;-63.3;45.5;15.7;64.5;57.6;-7.9;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;46.7;44.04194;109.6;8 / 22;454534;2019-02-26 07:45:44:512
0.573;-7.939;4.893;0.672;-8.252;5.255;-0.099;0.313;-0.363;-0.05;0.094;0.038;9.0;-62.5;45.2;15.5;64.6;56.9;-7.8;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;46.7;44.04194;109.6;8 / 22;455034;2019-02-26 07:45:45:012
0.631;-8.635;5.626;0.523;-8.243;5.287;0.108;-0.392;0.339;0.049;0.084;0.021;9.0;-61.4;45.2;14.5;63.8;57.4;-6.0;3.0;1006.7;35.64;42.10507;-87.84013;532.3;NaN;;48.1;44.04194;114.2;8 / 22;455534;2019-02-26 07:45:45:512
0.154;-7.363;4.882;0.576;-8.201;5.346;-0.422;0.838;-0.464;0.026;0.037;-0.053;11.0;-61.3;44.8;13.6;63.1;56.9;-5.4;3.0;1006.8;35.64;42.10507;-87.84013;532.3;NaN;;48.1;44.04194;114.2;8 / 22;456035;2019-02-26 07:45:46:013
1.1;-8.492;5.4;0.639;-8.22;5.309;0.462;-0.272;0.091;0.024;0.059;-0.006;11.0;-60.9;44.3;13.3;65.4;57.1;-7.0;3.0;1006.8;35.64;42.10507;-87.84013;532.3;NaN;;44.7;44.04194;116.7;8 / 22;456535;2019-02-26 07:45:46:513
0.533;-8.314;5.217;0.605;-8.234;5.292;-0.073;-0.08;-0.075;0.043;0.045;-0.022;9.0;-60.7;44.0;13.0;65.3;57.4;-6.7;3.0;1006.8;35.64;42.10507;-87.84013;532.3;NaN;;44.7;44.04194;116.7;8 / 22;457034;2019-02-26 07:45:47:012
0.31;-8.316;5.521;0.545;-8.224;5.314;-0.235;-0.092;0.207;0.024;0.065;0.0;9.0;-59.9;43.4;13.2;64.8;57.2;-6.2;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;43.0;44.04194;120.6;8 / 22;457535;2019-02-26 07:45:47:513
1.24;-6.935;4.831;0.343;-8.176;5.404;0.897;1.241;-0.573;0.02;0.049;-0.013;7.0;-60.1;43.2;13.0;63.2;56.5;-4.4;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;43.0;44.04194;120.6;8 / 22;458034;2019-02-26 07:45:48:012
0.801;-7.927;5.495;0.274;-8.139;5.464;0.527;0.212;0.031;-0.082;0.061;-0.017;7.0;-59.9;43.1;11.8;62.3;56.2;-2.5;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;41.8;44.04194;124.2;8 / 22;458534;2019-02-26 07:45:48:512
0.706;-8.436;5.473;0.653;-8.131;5.444;-0.08;0.15;0.025;-0.004;0.068;-0.066;9.0;-58.5;42.3;11.2;65.5;56.0;-6.8;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;41.8;44.04194;124.2;8 / 22;459034;2019-02-26 07:45:49:012
1.378;-8.438;5.474;1.176;-8.125;5.363;0.201;-0.313;0.111;0.031;0.136;-0.055;11.0;-57.8;42.4;12.3;68.0;55.9;-11.2;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;41.1;44.04194;125.6;8 / 22;459534;2019-02-26 07:45:49:512
1.125;-7.726;4.926;1.409;-8.096;5.351;-0.284;0.37;-0.425;0.009;0.126;-0.103;11.0;-56.9;41.0;10.9;70.9;55.8;-14.4;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;41.1;44.04194;125.6;8 / 22;460036;2019-02-26 07:45:50:014
1.79;-7.46;5.058;1.502;-8.126;5.28;0.288;0.666;-0.223;-0.023;0.117;-0.088;11.0;-55.6;40.4;9.8;72.8;55.9;-16.1;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;40.1;44.04194;133.3;8 / 22;460534;2019-02-26 07:45:50:512
2.227;-8.009;5.687;1.543;-8.007;5.447;0.683;-0.001;0.24;-0.02;0.132;-0.092;9.0;-55.1;41.3;10.4;71.1;55.2;-15.7;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;40.1;44.04194;133.3;8 / 22;461034;2019-02-26 07:45:51:012
1.541;-7.539;5.205;1.53;-7.898;5.609;0.011;0.358;-0.404;-0.011;0.153;-0.111;9.0;-53.1;41.3;9.7;69.3;54.1;-15.5;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;39.1;44.04194;141.3;8 / 22;461535;2019-02-26 07:45:51:513
1.229;-7.587;5.444;1.582;-7.915;5.569;-0.353;0.328;-0.125;0.02;0.148;-0.119;11.0;-51.4;41.0;9.2;68.8;53.7;-15.9;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;39.1;44.04194;141.3;8 / 22;462035;2019-02-26 07:45:52:013
1.432;-8.467;5.866;1.7;-7.852;5.624;-0.268;-0.615;0.242;0.039;0.164;-0.062;9.0;-49.6;41.8;9.9;67.7;53.6;-17.1;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;36.4;44.04194;154.3;8 / 22;462534;2019-02-26 07:45:52:512
1.657;-7.628;5.592;1.617;-7.844;5.659;0.039;0.216;-0.067;0.009;0.12;-0.055;11.0;-47.8;41.0;9.2;66.9;53.2;-16.3;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;36.4;44.04194;154.3;8 / 22;463035;2019-02-26 07:45:53:013
1.111;-7.872;5.479;1.415;-7.842;5.717;-0.304;-0.031;-0.237;0.02;0.13;-0.079;11.0;-45.5;40.7;9.2;64.3;53.2;-14.2;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;35.9;44.04194;165.1;8 / 22;463535;2019-02-26 07:45:53:513
1.36;-8.167;5.593;1.358;-7.873;5.687;0.002;-0.294;-0.094;-0.009;0.153;-0.064;11.0;-44.7;40.7;9.3;63.4;53.3;-13.7;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;35.9;44.04194;165.1;8 / 22;464035;2019-02-26 07:45:54:013
1.609;-8.007;5.413;1.323;-7.932;5.613;0.286;-0.075;-0.199;0.006;0.123;-0.111;11.0;-42.5;41.0;9.8;61.5;53.8;-13.6;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;35.3;44.04194;174.5;8 / 22;464534;2019-02-26 07:45:54:512
1.432;-8.1;5.496;1.528;-7.872;5.646;-0.096;-0.228;-0.15;0.007;0.148;-0.112;11.0;-40.8;41.3;9.1;61.3;53.5;-14.8;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;35.3;44.04194;174.5;8 / 22;465035;2019-02-26 07:45:55:013
1.397;-7.988;5.466;1.585;-7.836;5.68;-0.188;-0.152;-0.214;-0.017;0.155;-0.084;11.0;-40.1;41.5;11.3;58.7;53.0;-15.5;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;35.6;44.04194;184.7;8 / 22;465535;2019-02-26 07:45:55:513
1.341;-7.968;5.54;1.298;-7.908;5.653;-0.253;-0.344;-0.243;0.009;0.108;-0.101;11.0;-38.5;41.9;11.3;56.0;53.7;-12.9;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;35.6;44.04194;184.7;8 / 22;466035;2019-02-26 07:45:56:013
1.459;-8.228;5.454;1.288;-7.92;5.638;0.171;-0.308;-0.184;-0.017;0.1;-0.099;11.0;-37.6;42.1;11.8;55.3;53.8;-12.8;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;34.9;44.04194;195.3;8 / 22;466535;2019-02-26 07:45:56:513
0.617;-8.028;5.523;1.18;-7.916;5.667;-0.564;-0.112;-0.143;-0.015;0.111;-0.029;9.0;-37.2;42.5;11.9;54.2;53.8;-12.4;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;34.9;44.04194;195.3;8 / 22;467035;2019-02-26 07:45:57:013
-0.016;-7.912;5.471;0.584;-8.015;5.621;-0.6;0.103;-0.15;-0.006;0.073;-0.061;9.0;-35.0;42.4;13.0;49.2;54.9;-6.8;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;34.1;44.04194;203.3;8 / 22;467534;2019-02-26 07:45:57:512
0.59;-8.659;5.988;1.097;-7.947;5.64;-0.507;-0.712;0.348;-0.01;0.108;-0.136;9.0;-34.9;41.9;12.9;50.3;54.5;-9.0;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;34.1;44.04194;203.3;8 / 22;468034;2019-02-26 07:45:58:012
1.229;-7.669;5.351;1.297;-7.937;5.612;-0.067;0.268;-0.261;-0.027;0.126;-0.084;11.0;-34.3;42.9;13.8;50.0;53.9;-12.5;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;35.7;44.04194;207.8;8 / 22;468534;2019-02-26 07:45:58:512
0.749;-7.966;5.539;1.28;-7.933;5.621;-0.53;-0.032;-0.082;-0.012;0.11;-0.076;9.0;-33.0;44.0;14.8;48.5;54.1;-13.2;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;35.7;44.04194;207.8;8 / 22;469034;2019-02-26 07:45:59:012
1.342;-8.296;5.735;1.234;-7.959;5.595;0.107;-0.337;0.141;-0.082;0.122;-0.07;9.0;-32.2;44.8;15.7;45.9;54.0;-12.3;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;33.0;44.04194;218.2;8 / 22;469534;2019-02-26 07:45:59:512
1.286;-8.521;6.049;1.121;-7.918;5.676;0.164;-0.603;0.373;-0.021;0.198;0.042;11.0;-31.4;45.2;17.2;44.1;54.0;-11.7;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;33.0;44.04194;218.2;8 / 22;470034;2019-02-26 07:46:00:012
-0.096;-8.283;5.898;0.947;-7.91;5.719;-1.043;-0.373;0.179;-0.017;0.111;-0.105;9.0;-29.8;45.3;17.9;41.3;53.9;-9.3;3.0;1006.7;35.64;42.10507;-87.84013;532.3;NaN;;33.4;44.04194;226.3;8 / 22;470534;2019-02-26 07:46:00:512
1.225;-7.784;5.729;1.083;-7.866;5.755;0.142;0.083;-0.026;-0.001;0.156;-0.073;11.0;-29.6;45.8;18.5;41.5;53.4;-10.7;3.0;1006.7;35.64;42.10507;-87.84013;532.3;NaN;;33.4;44.04194;226.3;8 / 22;471035;2019-02-26 07:46:01:013
1.167;-8.365;5.885;1.157;-7.828;5.793;-0.009;-0.156;0.133;-0.007;0.132;-0.079;11.0;-29.8;46.4;19.4;41.2;53.0;-11.3;3.0;1006.7;35.64;42.10507;-87.84013;529.0;NaN;;33.3;44.04194;235.1;8 / 22;471535;2019-02-26 07:46:01:513
1.034;-7.872;5.556;1.157;-7.817;5.808;-0.122;-0.056;-0.252;-0.031;0.138;-0.053;7.0;-29.2;46.9;20.6;38.8;52.8;-11.1;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;33.3;44.04194;235.1;8 / 22;472035;2019-02-26 07:46:02:013
0.709;-7.871;5.836;0.823;-7.88;5.78;-0.114;0.009;0.056;0.032;0.106;-0.05;9.0;-28.4;47.9;21.5;36.5;53.4;-8.9;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;34.4;44.04194;243.2;8 / 22;472535;2019-02-26 07:46:02:513
0.493;-7.683;5.34;0.563;-7.928;5.744;-0.07;0.245;-0.404;0.023;0.021;0.011;11.0;-27.9;48.2;23.0;34.8;53.7;-7.0;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;34.4;44.04194;243.2;8 / 22;473035;2019-02-26 07:46:03:013
-0.12;-7.489;5.837;0.03;-7.928;5.771;-0.15;0.439;0.066;-0.027;0.017;0.022;11.0;-28.0;48.1;23.1;32.0;53.9;-1.9;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;33.8;44.04194;249.3;8 / 22;473534;2019-02-26 07:46:03:512
-0.435;-7.532;5.683;-0.212;-7.851;5.873;-0.225;0.449;-0.216;0.006;0.017;-0.004;9.0;-27.6;47.8;22.4;30.0;53.2;2.1;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;33.8;44.04194;249.3;8 / 22;474035;2019-02-26 07:46:04:013
-0.605;-7.859;5.796;-0.402;-7.81;5.917;-0.203;-0.049;-0.12;0.066;-0.043;0.011;11.0;-26.4;48.1;22.4;27.3;53.2;3.5;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;35.1;44.04194;254.6;8 / 22;474534;2019-02-26 07:46:04:512
-0.508;-8.083;5.841;-0.383;-7.86;5.851;-0.124;-0.222;-0.011;0.002;-0.034;0.007;11.0;-27.7;48.1;22.0;29.0;53.3;3.8;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;35.1;44.04194;254.6;8 / 22;475035;2019-02-26 07:46:05:013
-0.693;-7.53;5.333;-0.54;-7.892;5.797;-0.153;0.362;-0.464;-0.044;-0.011;0.029;9.0;-27.7;47.4;22.0;28.4;53.2;5.2;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;36.6;44.04194;255.3;8 / 22;475535;2019-02-26 07:46:05:513
-1.348;-8.601;5.65;-0.7;-8.063;5.538;-0.648;-0.538;0.112;0.002;-0.031;0.042;11.0;-27.7;47.3;21.8;28.1;54.9;6.4;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;36.6;44.04194;255.3;8 / 22;476035;2019-02-26 07:46:06:013
-1.065;-7.802;5.036;-0.83;-8.214;5.292;-0.235;0.413;-0.256;-0.022;-0.029;0.045;11.0;-27.2;47.3;21.3;26.7;56.5;8.8;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;37.2;44.04194;254.8;8 / 22;476534;2019-02-26 07:46:06:512
-1.555;-8.258;5.282;-0.959;-8.27;5.182;-0.596;0.013;0.099;-0.016;-0.049;0.046;9.0;-28.0;47.3;20.8;26.8;57.4;10.5;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;37.2;44.04194;254.8;8 / 22;477034;2019-02-26 07:46:07:012
-1.126;-8.176;4.998;-1.128;-8.278;5.135;0.002;0.102;-0.138;-0.01;-0.034;0.082;11.0;-27.7;46.9;20.6;25.8;57.7;12.1;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;36.4;44.04194;252.5;8 / 22;477534;2019-02-26 07:46:07:512
-2.099;-8.303;4.924;-1.204;-8.279;5.116;-0.895;-0.024;-0.192;-0.01;-0.059;0.044;9.0;-27.4;46.1;20.2;25.1;57.6;13.2;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;36.4;44.04194;252.5;8 / 22;478034;2019-02-26 07:46:08:012
-1.226;-8.168;5.495;-1.135;-8.293;5.11;-0.09;0.125;0.385;0.016;-0.053;0.064;11.0;-28.0;46.4;19.6;26.2;57.9;13.0;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;35.0;44.04194;249.8;8 / 22;478534;2019-02-26 07:46:08:512
-2.012;-7.869;5.59;-1.27;-8.158;5.292;-0.742;0.289;0.298;0.009;-0.117;0.062;11.0;-28.7;45.5;18.5;28.1;56.6;13.0;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;35.0;44.04194;249.8;8 / 22;479034;2019-02-26 07:46:09:012
-1.634;-7.914;5.57;-1.42;-8.018;5.465;0.17;-0.047;0.127;-0.032;-0.097;0.072;9.0;-29.0;45.2;18.7;26.4;54.8;14.6;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;33.4;44.04194;245.1;8 / 22;479534;2019-02-26 07:46:09:512
-2.154;-8.149;5.691;-1.424;-7.962;5.545;-0.729;-0.187;0.146;-0.024;-0.094;0.088;7.0;-29.3;44.7;17.9;27.0;54.3;14.4;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;33.4;44.04194;245.1;8 / 22;480035;2019-02-26 07:46:10:013
-1.986;-7.988;5.519;-1.545;-7.953;5.526;-0.441;-0.035;-0.007;0.0;-0.111;0.09;7.0;-30.1;44.3;16.4;28.8;54.1;15.5;3.0;1006.6;35.64;42.10507;-87.84013;529.0;NaN;;33.6;44.04194;240.7;8 / 22;480534;2019-02-26 07:46:10:512
-1.699;-7.91;5.157;-1.736;-7.937;5.491;0.038;0.027;-0.334;-0.012;-0.108;0.134;9.0;-30.4;43.6;14.8;28.8;53.8;16.6;3.0;1006.5;35.64;42.10507;-87.84013;529.0;NaN;;33.6;44.04194;240.7;8 / 22;481035;2019-02-26 07:46:11:013
-2.119;-7.865;5.121;-1.984;-7.951;5.387;-0.135;0.086;-0.266;-0.017;-0.139;0.116;7.0;-29.8;43.1;14.7;27.4;54.1;19.6;3.0;1006.5;35.64;42.10507;-87.84013;525.8;NaN;;32.0;44.04194;229.9;8 / 22;481535;2019-02-26 07:46:11:513
-2.294;-8.294;5.096;-1.976;-8.002;5.313;-0.317;-0.291;-0.217;0.012;-0.127;0.098;9.0;-31.3;42.8;13.4;29.1;54.4;20.7;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;32.0;44.04194;229.9;8 / 22;482035;2019-02-26 07:46:12:013
-2.382;-8.236;4.843;-1.994;-8.055;5.225;-0.388;-0.181;-0.382;-0.02;-0.117;0.117;9.0;-32.2;42.1;12.7;30.3;55.0;20.8;3.0;1006.5;35.64;42.10507;-87.84013;525.8;NaN;;33.3;44.04194;229.8;8 / 22;482535;2019-02-26 07:46:12:513
-1.66;-7.96;5.344;-2.031;-8.113;5.121;0.37;0.154;0.223;-0.032;-0.125;0.117;9.0;-33.3;41.6;11.5;31.6;55.7;21.4;3.0;1006.5;35.64;42.10507;-87.84013;525.8;NaN;;33.3;44.04194;229.8;8 / 22;483034;2019-02-26 07:46:13:012
-2.079;-7.767;5.158;-2.024;-8.055;5.215;-0.055;0.288;-0.057;0.027;-0.134;0.117;7.0;-34.6;41.2;10.7;33.8;55.4;21.9;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;32.1;44.04194;214.6;8 / 22;483535;2019-02-26 07:46:13:513
-2.648;-7.271;4.962;-1.881;-7.928;5.458;-0.767;0.656;-0.496;0.033;-0.121;0.125;11.0;-36.2;41.1;10.1;36.3;54.2;19.8;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;32.1;44.04194;214.6;8 / 22;484035;2019-02-26 07:46:14:013
-1.152;-8.051;5.525;-1.831;-7.871;5.556;0.679;-0.18;-0.032;0.015;-0.121;0.066;11.0;-37.2;40.1;9.4;38.7;53.5;18.7;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;31.5;44.04194;204.8;8 / 22;484534;2019-02-26 07:46:14:512
-1.395;-7.823;5.477;-1.432;-7.917;5.607;0.037;0.094;-0.131;-0.031;-0.097;0.021;11.0;-38.4;40.0;7.9;43.0;53.7;14.2;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;31.5;44.04194;204.8;8 / 22;485034;2019-02-26 07:46:15:012
-0.47;-8.088;5.291;-1.151;-8.003;5.549;0.68;-0.084;-0.258;-0.013;-0.057;0.055;11.0;-40.0;40.2;8.5;45.3;54.7;11.7;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;32.0;44.04194;196.9;8 / 22;485535;2019-02-26 07:46:15:513
-0.679;-8.189;5.556;-0.967;-8.067;5.491;0.288;-0.122;0.065;-0.005;-0.037;0.045;11.0;-40.3;40.2;8.3;47.0;55.4;10.6;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;32.0;44.04194;196.9;8 / 22;486035;2019-02-26 07:46:16:013
-1.454;-8.412;5.456;-1.115;-8.145;5.347;-0.339;-0.267;0.109;-0.04;-0.062;0.086;9.0;-41.2;40.4;8.4;47.8;55.9;10.7;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;31.8;44.04194;192.8;8 / 22;486534;2019-02-26 07:46:16:512
-1.045;-8.736;4.864;-1.167;-8.224;5.213;0.122;-0.513;-0.349;-0.012;-0.05;0.086;9.0;-41.2;39.4;7.5;47.0;56.3;12.7;3.0;1006.6;35.64;42.10507;-87.84013;525.8;NaN;;31.8;44.04194;192.8;8 / 22;487035;2019-02-26 07:46:17:013
