sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.115;-7.554;5.128;-0.202;-8.059;5.584;0.347;0.639;-0.162;-0.015;0.064;0.051;9.0;-29.0;50.2;26.5;28.3;55.5;2.5;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;10.7;44.04194;279.4;8 / 22;257526;2019-02-26 07:42:27:504
0.384;-8.034;4.944;-0.472;-8.235;5.303;0.252;0.207;-0.352;0.026;-0.045;-0.055;11.0;-28.4;49.2;26.4;26.7;56.6;5.2;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;10.7;44.04194;279.4;8 / 22;258026;2019-02-26 07:42:28:004
-0.292;-8.242;4.9;-0.322;-8.367;5.105;-0.008;0.054;-0.126;-0.009;-0.006;0.005;11.0;-27.7;49.1;26.0;28.3;58.3;3.2;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;9.9;44.04194;279.7;8 / 22;258525;2019-02-26 07:42:28:503
-0.479;-8.0;5.411;-0.415;-8.367;5.098;-0.41;0.119;0.345;-0.017;-0.04;0.004;9.0;-28.6;49.0;25.6;28.9;58.7;3.8;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;9.9;44.04194;279.7;8 / 22;259026;2019-02-26 07:42:29:004
0.232;-8.215;4.994;-0.219;-8.317;5.191;0.419;0.262;-0.296;-0.005;-0.017;0.013;11.0;-28.6;49.3;25.6;28.9;57.9;3.5;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;7.3;44.04194;278.1;8 / 22;259525;2019-02-26 07:42:29:503
-0.086;-8.256;5.005;-0.13;-8.398;5.063;0.247;0.269;-0.072;-0.006;-0.013;0.004;11.0;-28.8;49.3;25.3;30.6;58.8;1.9;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;7.3;44.04194;278.1;8 / 22;260026;2019-02-26 07:42:30:004
-0.379;-8.13;4.997;-0.133;-8.418;5.028;0.165;0.331;-0.053;-0.001;-0.002;0.015;9.0;-29.3;49.6;25.1;30.7;59.1;1.4;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;5.1;44.04194;278.0;8 / 22;260525;2019-02-26 07:42:30:503
0.065;-8.128;5.029;-0.113;-8.434;5.003;-0.147;0.367;-0.028;-0.007;-0.004;0.011;9.0;-29.2;49.1;25.5;30.6;59.3;1.4;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;5.1;44.04194;278.0;8 / 22;261026;2019-02-26 07:42:31:004
-0.091;-8.127;5.004;-0.1;-8.43;5.01;0.141;0.202;-0.016;-0.005;-0.001;0.01;11.0;-28.7;48.9;25.4;31.2;59.3;1.2;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;2.6;44.04194;278.1;8 / 22;261525;2019-02-26 07:42:31:503
-0.22;-7.91;5.717;-0.106;-8.297;5.227;0.128;0.341;0.594;0.004;-0.001;0.007;11.0;-29.0;49.0;25.6;30.7;59.1;1.1;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;2.6;44.04194;278.1;8 / 22;262026;2019-02-26 07:42:32:004
-0.358;-7.793;5.504;-0.139;-8.118;5.5;0.185;0.387;0.087;-0.002;-0.001;0.007;11.0;-28.7;49.1;25.3;30.2;56.1;1.5;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;2.6;44.04194;278.1;8 / 22;262526;2019-02-26 07:42:32:504
0.008;-7.817;5.618;-0.139;-8.08;5.555;-0.22;0.251;-0.015;0.001;-0.001;0.01;11.0;-29.5;49.0;25.0;30.9;55.5;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;2.6;44.04194;278.1;8 / 22;263026;2019-02-26 07:42:33:004
-0.211;-7.864;5.635;-0.14;-8.061;5.583;0.114;0.225;0.018;-0.001;-0.001;0.007;11.0;-28.6;49.3;25.5;29.6;55.3;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;263525;2019-02-26 07:42:33:503
-0.206;-7.859;5.564;-0.139;-8.051;5.597;-0.075;0.207;-0.001;-0.002;0.0;0.009;11.0;-29.2;49.0;25.4;30.0;55.2;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;264026;2019-02-26 07:42:34:004
-0.031;-7.968;5.538;-0.138;-8.045;5.606;0.127;0.029;-0.131;-0.002;0.0;0.007;11.0;-29.3;48.8;25.4;30.0;55.1;1.4;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;264525;2019-02-26 07:42:34:503
-0.06;-7.865;5.569;-0.139;-8.042;5.61;-0.154;0.165;-0.047;-0.002;-0.001;0.01;11.0;-29.0;49.3;25.6;29.6;55.1;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;265025;2019-02-26 07:42:35:003
-0.182;-7.904;5.562;-0.138;-8.041;5.612;0.096;0.107;-0.074;-0.004;-0.001;0.009;11.0;-29.4;49.2;25.0;30.0;55.1;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;265526;2019-02-26 07:42:35:504
-0.044;-7.948;5.529;-0.138;-8.039;5.615;-0.112;0.079;-0.119;-0.002;-0.001;0.009;11.0;-29.3;49.3;25.3;30.0;55.1;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;266026;2019-02-26 07:42:36:004
-0.04;-7.999;5.525;-0.138;-8.038;5.616;0.115;0.036;-0.133;-0.004;-0.001;0.009;11.0;-29.2;49.3;25.4;30.0;55.0;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;266525;2019-02-26 07:42:36:503
-0.189;-8.0;5.501;-0.139;-8.038;5.617;-0.104;0.112;-0.082;-0.002;0.001;0.011;11.0;-29.2;49.3;24.9;30.0;55.0;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;267026;2019-02-26 07:42:37:004
-0.165;-7.855;5.593;-0.139;-8.037;5.617;0.041;0.182;-0.015;0.0;0.0;0.006;9.0;-29.0;49.1;25.5;29.6;55.0;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;267526;2019-02-26 07:42:37:504
-0.318;-7.848;5.62;-0.138;-8.037;5.618;0.051;0.202;0.035;0.0;0.0;0.006;11.0;-29.3;49.1;25.3;30.0;55.0;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;268026;2019-02-26 07:42:38:004
-0.032;-7.858;5.592;-0.138;-8.037;5.617;-0.047;0.189;-0.005;-0.005;-0.001;0.01;11.0;-29.2;49.1;24.8;30.0;55.0;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;268526;2019-02-26 07:42:38:504
-0.211;-7.952;5.428;-0.138;-8.038;5.617;0.112;0.095;-0.133;-0.002;-0.002;0.007;11.0;-29.0;49.2;25.2;30.0;55.0;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;269025;2019-02-26 07:42:39:003
-0.013;-7.931;5.41;-0.138;-8.038;5.616;0.085;0.109;-0.167;-0.004;-0.001;0.007;9.0;-28.7;48.9;25.0;30.0;55.1;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;269526;2019-02-26 07:42:39:504
-0.214;-7.951;5.441;-0.137;-8.039;5.614;0.171;0.113;-0.169;-0.004;-0.001;0.009;11.0;-29.2;49.1;25.2;30.0;55.1;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;270026;2019-02-26 07:42:40:004
-0.114;-7.934;5.562;-0.143;-8.04;5.614;0.031;0.114;-0.1;-0.002;0.0;0.009;11.0;-29.3;49.2;25.1;30.0;55.1;1.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;270526;2019-02-26 07:42:40:504
-0.163;-7.889;5.567;-0.15;-8.041;5.612;-0.147;0.176;-0.05;-0.001;0.0;0.011;11.0;-29.3;49.0;25.4;29.9;55.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;271026;2019-02-26 07:42:41:004
-0.124;-7.93;5.565;-0.15;-8.041;5.611;-0.059;0.072;-0.071;-0.004;-0.001;0.007;9.0;-29.0;49.3;25.3;29.9;55.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;271525;2019-02-26 07:42:41:503
-0.023;-7.97;5.522;-0.15;-8.041;5.611;-0.069;0.062;-0.119;-0.004;0.0;0.01;9.0;-29.0;49.1;25.1;29.9;55.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;272026;2019-02-26 07:42:42:004
-0.25;-7.969;5.498;-0.151;-8.042;5.611;0.136;0.061;-0.154;-0.004;0.0;0.007;11.0;-29.1;49.3;25.4;29.9;55.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;272526;2019-02-26 07:42:42:504
-0.012;-7.954;5.472;-0.151;-8.041;5.611;-0.057;0.057;-0.116;-0.001;-0.001;0.01;9.0;-29.2;49.1;25.2;29.9;55.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;273025;2019-02-26 07:42:43:003
-0.287;-7.831;5.605;-0.15;-8.042;5.61;0.059;0.176;0.039;-0.002;0.0;0.009;9.0;-28.9;49.4;25.3;29.9;55.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;273525;2019-02-26 07:42:43:503
-0.017;-7.916;5.541;-0.151;-8.041;5.611;-0.1;0.177;-0.09;-0.002;-0.002;0.009;11.0;-29.3;49.1;25.2;29.9;55.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;274025;2019-02-26 07:42:44:003
-0.207;-7.952;5.449;-0.153;-8.041;5.611;0.023;0.132;-0.066;-0.004;-0.002;0.009;11.0;-29.4;49.2;25.4;29.9;55.1;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;274526;2019-02-26 07:42:44:504
-0.037;-7.975;5.452;-0.154;-8.041;5.612;0.102;0.067;-0.146;-0.001;0.0;0.007;11.0;-29.2;48.8;25.5;29.5;55.1;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;275026;2019-02-26 07:42:45:004
-0.144;-7.98;5.441;-0.153;-8.041;5.612;-0.05;0.079;-0.195;-0.002;-0.001;0.01;9.0;-29.1;49.3;25.2;29.9;55.1;1.6;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;275525;2019-02-26 07:42:45:503
-0.211;-7.902;5.46;-0.154;-8.042;5.611;0.163;0.129;-0.133;-0.001;-0.001;0.01;11.0;-29.2;49.3;25.6;29.5;55.1;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;276026;2019-02-26 07:42:46:004
-0.178;-7.926;5.549;-0.156;-8.042;5.609;-0.143;0.167;-0.049;-0.002;0.0;0.011;11.0;-28.9;49.0;25.3;29.9;55.1;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;276525;2019-02-26 07:42:46:503
-0.114;-7.846;5.583;-0.153;-8.041;5.612;0.124;0.096;-0.04;-0.004;-0.001;0.007;11.0;-29.0;49.3;25.4;29.9;55.1;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;277025;2019-02-26 07:42:47:003
-0.034;-7.936;5.588;-0.154;-8.04;5.613;0.001;0.12;-0.024;-0.002;0.0;0.009;9.0;-29.2;49.3;26.2;29.5;55.1;1.6;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;277526;2019-02-26 07:42:47:504
-0.007;-7.957;5.514;-0.154;-8.033;5.623;-0.057;0.092;-0.017;-0.001;-0.001;0.01;9.0;-29.0;49.3;26.2;29.5;55.0;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;278025;2019-02-26 07:42:48:003
-0.192;-7.926;5.587;-0.155;-8.016;5.647;0.114;0.045;-0.003;-0.002;-0.001;0.007;9.0;-28.9;49.2;25.6;29.4;54.9;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;278525;2019-02-26 07:42:48:503
-0.305;-7.836;5.685;-0.159;-8.002;5.667;-0.093;0.058;-0.104;-0.004;-0.001;0.009;11.0;-29.0;49.4;25.1;29.8;54.7;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;279026;2019-02-26 07:42:49:004
-0.245;-7.986;5.55;-0.159;-8.001;5.669;0.131;0.02;-0.163;-0.004;-0.001;0.009;11.0;-29.2;49.0;25.7;29.4;54.7;1.6;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;279525;2019-02-26 07:42:49:503
0.004;-8.001;5.55;-0.159;-8.005;5.662;-0.109;0.013;-0.091;-0.001;0.0;0.01;11.0;-28.8;49.3;25.3;29.8;54.7;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;280026;2019-02-26 07:42:50:004
-0.324;-7.847;5.677;-0.158;-8.015;5.649;0.02;0.165;-0.007;-0.001;-0.001;0.009;9.0;-29.3;49.0;25.4;29.8;54.8;1.6;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;280525;2019-02-26 07:42:50:503
-0.072;-7.871;5.657;-0.157;-8.023;5.638;-0.078;0.169;0.016;-0.001;0.0;0.01;9.0;-29.4;49.2;25.3;29.9;54.9;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;281026;2019-02-26 07:42:51:004
-0.294;-7.703;5.707;-0.162;-7.98;5.698;-0.004;0.29;0.031;-0.004;0.0;0.007;11.0;-29.3;49.6;25.7;29.1;54.6;1.6;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;281525;2019-02-26 07:42:51:503
0.044;-7.849;5.727;-0.169;-7.945;5.747;0.018;-0.043;-0.019;-0.004;-0.001;0.011;9.0;-29.2;50.3;25.9;29.0;54.2;1.7;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;282025;2019-02-26 07:42:52:003
-0.243;-7.509;6.205;-0.222;-7.76;5.992;-0.084;0.288;0.221;-0.001;-0.004;0.012;9.0;-29.5;50.5;25.5;29.2;53.0;1.9;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;282525;2019-02-26 07:42:52:503
-0.447;-7.22;6.555;-0.285;-7.563;6.236;-0.104;0.267;0.175;-0.001;-0.023;0.018;9.0;-29.5;50.2;25.7;28.7;51.0;2.5;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;283025;2019-02-26 07:42:53:003
-0.396;-7.57;5.993;-0.333;-7.299;6.541;0.109;-0.142;-0.348;-0.013;-0.05;0.027;9.0;-30.0;50.1;25.4;28.4;47.9;2.9;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;2.5;44.04194;278.0;8 / 22;283525;2019-02-26 07:42:53:503
-0.147;-8.065;5.614;-0.194;-7.818;5.917;0.019;-0.201;-0.451;-0.006;-0.053;0.026;11.0;-30.2;50.2;25.3;29.5;51.9;2.0;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;2.5;44.04194;278.0;8 / 22;284026;2019-02-26 07:42:54:004
-0.157;-8.03;5.569;-0.158;-7.962;5.723;0.01;-0.065;-0.19;0.0;-0.048;0.035;9.0;-29.7;50.0;25.0;30.3;54.1;1.5;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;5.8;44.04194;274.8;8 / 22;284525;2019-02-26 07:42:54:503
0.116;-7.962;5.431;-0.078;-8.039;5.616;0.225;-0.032;-0.12;0.001;-0.043;0.024;11.0;-30.0;49.8;24.6;30.7;54.9;1.1;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;5.8;44.04194;274.8;8 / 22;285025;2019-02-26 07:42:55:003
-0.024;-7.738;6.084;-0.078;-7.972;5.711;-0.094;0.265;0.469;0.006;-0.029;0.027;11.0;-30.4;49.9;24.5;31.1;55.1;0.6;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;6.0;44.04194;274.8;8 / 22;285525;2019-02-26 07:42:55:503
-0.121;-7.587;6.542;-0.054;-7.54;6.271;0.045;0.404;0.265;-0.016;-0.004;0.045;9.0;-30.2;49.3;23.7;30.7;51.1;0.9;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;6.0;44.04194;274.8;8 / 22;286027;2019-02-26 07:42:56:005
-0.16;-7.359;6.266;-0.095;-7.417;6.415;0.453;0.108;-0.049;0.0;-0.009;0.02;9.0;-30.5;49.1;23.5;30.7;49.3;1.0;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;7.3;44.04194;269.0;8 / 22;286525;2019-02-26 07:42:56:503
0.066;-7.157;6.132;-0.104;-7.437;6.392;0.147;0.044;-0.107;0.001;0.007;0.015;11.0;-30.1;49.3;23.2;30.7;49.2;1.0;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;7.3;44.04194;269.0;8 / 22;287026;2019-02-26 07:42:57:004
0.891;-6.894;5.502;0.04;-7.682;6.095;-0.095;-0.567;0.132;0.159;0.024;-0.055;11.0;-29.5;49.3;23.7;30.1;51.4;0.6;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;10.9;44.04194;269.3;8 / 22;287525;2019-02-26 07:42:57:503
0.918;-10.27;8.015;0.549;-7.506;6.288;-2.126;-1.096;0.369;-0.17;0.061;-0.066;11.0;-29.5;49.2;23.9;33.7;48.6;-5.5;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;10.9;44.04194;269.3;8 / 22;288026;2019-02-26 07:42:58:004
0.632;-5.849;4.612;0.653;-7.925;5.739;-0.043;3.141;-1.601;0.02;0.115;-0.071;13.0;-30.7;51.1;27.6;34.3;54.5;-6.1;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;13.0;44.04194;270.5;8 / 22;288526;2019-02-26 07:42:58:504
0.748;-6.876;6.009;0.503;-7.622;6.15;-0.285;-0.058;0.72;-0.108;0.09;-0.087;11.0;-31.3;51.7;27.7;32.4;50.7;-4.9;3.0;1007.2;35.64;42.10507;-87.84013;529.0;NaN;;13.0;44.04194;270.5;8 / 22;289026;2019-02-26 07:42:59:004
0.575;-7.854;6.424;0.454;-7.655;6.113;0.003;-0.446;0.618;-0.021;0.077;-0.062;11.0;-31.9;52.0;28.3;32.9;51.4;-4.2;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;14.4;44.04194;274.7;8 / 22;289525;2019-02-26 07:42:59:503
0.093;-8.42;5.084;0.283;-7.955;5.728;-0.261;-0.585;-0.58;0.007;0.031;-0.033;11.0;-33.0;52.4;28.9;33.4;53.0;-3.7;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;14.4;44.04194;274.7;8 / 22;290026;2019-02-26 07:43:00:004
0.207;-7.743;5.57;0.113;-8.008;5.659;-0.038;0.153;-0.197;0.002;-0.009;-0.029;11.0;-32.2;52.6;29.6;30.9;54.8;-1.3;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;15.6;44.04194;280.5;8 / 22;290526;2019-02-26 07:43:00:504
0.772;-8.116;5.169;0.522;-8.07;5.548;0.222;-0.186;-0.443;-0.012;0.039;-0.035;11.0;-32.5;51.6;28.9;34.0;55.0;-3.8;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;15.6;44.04194;280.5;8 / 22;291026;2019-02-26 07:43:01:004
1.014;-7.636;4.424;1.1;-8.249;5.187;0.299;0.077;-0.349;-0.038;0.142;-0.046;11.0;-33.3;52.0;29.0;38.9;57.0;-11.0;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;15.0;44.04194;285.2;8 / 22;291526;2019-02-26 07:43:01:504
1.225;-8.319;4.932;0.987;-8.408;4.95;0.548;0.412;-0.166;-0.167;0.103;-0.285;9.0;-33.8;52.5;30.8;38.7;58.9;-9.9;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;15.0;44.04194;285.2;8 / 22;292025;2019-02-26 07:43:02:003
-0.304;-8.734;4.624;0.127;-8.48;4.923;-0.812;-0.03;-0.469;-0.024;0.005;-0.033;11.0;-34.0;53.3;31.8;36.1;59.2;-6.3;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;12.4;44.04194;290.7;8 / 22;292526;2019-02-26 07:43:02:504
0.478;-8.52;3.96;0.117;-8.764;4.399;-0.193;0.126;-0.752;-0.001;-0.004;0.026;11.0;-34.9;53.3;32.5;34.7;62.4;-1.7;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;12.4;44.04194;290.7;8 / 22;293026;2019-02-26 07:43:03:004
-0.607;-8.94;3.557;0.369;-9.058;3.74;0.617;0.253;-0.128;-0.028;0.02;0.048;9.0;-33.5;52.9;33.0;37.3;66.6;-5.1;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;8.9;44.04194;297.6;8 / 22;293525;2019-02-26 07:43:03:503
0.46;-8.908;3.859;0.277;-9.064;3.732;0.102;0.187;0.192;0.001;-0.002;-0.002;9.0;-33.1;53.3;32.9;36.2;67.8;-4.2;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;8.9;44.04194;297.6;8 / 22;294026;2019-02-26 07:43:04:004
-0.016;-8.022;5.55;0.042;-8.23;5.333;-0.025;0.312;-0.16;-0.013;-0.001;0.007;11.0;-32.5;52.1;33.5;30.6;57.2;-0.6;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;5.3;44.04194;297.6;8 / 22;294526;2019-02-26 07:43:04:504
0.029;-8.022;5.46;0.032;-8.166;5.43;-0.036;0.245;0.026;-0.005;0.0;0.01;11.0;-33.2;53.0;32.8;30.4;56.5;-0.3;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;5.3;44.04194;297.6;8 / 22;295025;2019-02-26 07:43:05:003
0.013;-7.994;5.442;0.029;-8.145;5.461;-0.043;0.216;-0.047;-0.002;0.001;0.009;11.0;-32.9;52.7;32.5;30.3;56.2;-0.3;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;5.3;44.04194;297.6;8 / 22;295526;2019-02-26 07:43:05:504
0.004;-8.029;5.397;0.029;-8.136;5.476;-0.056;0.11;-0.062;-0.001;-0.001;0.01;11.0;-33.7;52.9;33.1;31.0;56.1;-0.3;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;5.3;44.04194;297.6;8 / 22;296026;2019-02-26 07:43:06:004
0.089;-8.092;5.485;0.028;-8.129;5.485;-0.059;0.038;-0.02;-0.002;0.0;0.01;11.0;-32.5;55.1;32.0;30.1;56.0;-0.3;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;0.0;44.04194;;8 / 22;296526;2019-02-26 07:43:06:504
0.01;-8.066;5.474;0.03;-8.127;5.489;0.086;0.04;-0.075;-0.004;-0.001;0.009;11.0;-32.3;55.3;32.5;29.0;56.0;-0.3;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;0.0;44.04194;;8 / 22;297025;2019-02-26 07:43:07:003
0.041;-8.084;5.447;0.031;-8.125;5.492;0.084;0.063;-0.08;-0.004;0.001;0.007;11.0;-32.0;55.4;33.8;28.7;55.9;-0.3;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;0.0;44.04194;;8 / 22;297525;2019-02-26 07:43:07:503
0.074;-8.056;5.497;0.031;-8.12;5.498;-0.017;0.058;-0.009;-0.002;-0.001;0.009;11.0;-32.2;56.0;33.1;28.8;55.9;-0.3;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;0.0;44.04194;;8 / 22;298025;2019-02-26 07:43:08:003
-0.077;-7.919;5.503;0.028;-8.106;5.519;0.037;0.145;-0.023;-0.002;-0.001;0.011;11.0;-31.6;56.5;32.9;28.8;55.8;-0.3;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;0.0;44.04194;;8 / 22;298525;2019-02-26 07:43:08:503
0.067;-8.101;5.551;0.028;-8.092;5.539;-0.109;0.201;0.066;-0.004;-0.001;0.009;11.0;-31.6;56.3;33.0;28.7;55.6;-0.3;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;0.0;44.04194;;8 / 22;299025;2019-02-26 07:43:09:003
0.004;-8.052;5.555;0.017;-8.091;5.541;0.034;-0.055;0.013;-0.001;0.0;0.01;11.0;-30.8;56.6;33.2;27.7;55.6;-0.2;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;299525;2019-02-26 07:43:09:503
0.028;-7.913;5.398;0.009;-8.095;5.535;0.087;0.166;-0.095;-0.002;-0.004;0.007;11.0;-31.0;57.1;33.2;27.6;55.6;-0.1;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;300026;2019-02-26 07:43:10:004
0.113;-7.986;5.404;0.018;-8.103;5.524;0.04;0.077;-0.1;-0.001;-0.002;0.004;11.0;-31.2;56.6;33.5;27.7;55.7;-0.2;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;300525;2019-02-26 07:43:10:503
0.022;-8.029;5.464;0.021;-8.111;5.512;-0.002;0.082;-0.048;-0.001;0.0;0.01;11.0;-30.8;56.3;33.2;27.9;55.8;-0.2;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;301026;2019-02-26 07:43:11:004
